Bof_20200828
ANALYTICDATE	CURRENCY	CURVE_PILLAR	CURVE_PILLAR_MAT	POSITIONID_FE	DELTA	GAMMA	INSTRUMENT_FE	PORTFOLIOID_FE	REF_DATE	RISK_NATURE	UND_CCY	UNDERLYINGID_FE	UND_MARKET	TBRICKS_INSTRUMENT_ID	DIVIDEND_SENS
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202012 C 3000 | 18 DEC 20 | C | E | 3000.0000000000 | XEUR | Eurex NTA	-381.9047927956956	-0.3099002870907864	OESX 202012 C 3000	EQ-INDEXVOL2	2020-08-28	GrandTotal				f380b4ba-1f30-11e9-a2d0-b3645e528b7a	366.45411470774434
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Call | OEXD 202312 C 100 | 15 DEC 23 | C | E | 100.0000000000 | XEUR | Eurex NTA	0	0	OEXD 202312 C 100	EQ-INDEXVOL2	2020-08-28	GrandTotal				f44998d0-1f30-11e9-a2d0-b3645e528b7a	
2020-08-28	EUR			VOL_STCK_AA_PR | EUR | Equities | Miscellaneous | Combined Instruments | CERT SD3E APR26 BDT | SEDX | BIT SEDEX	-1710.5732928637349	-3.588788707493118	CERT SD3E APR26 BDT	VOL_STCK_AA_PR	2020-08-28	GrandTotal				196a3d22-6fc2-11e9-a250-f628c381b22f	25965.447647930065
2020-08-28	EUR			MTAINT | EUR | Equities | Equities | Common/Ordinary shares | FACEBOOK EUR | MTAH | BIT MTA	1786	0	FACEBOOK EUR	MTAINT	2020-08-28	GrandTotal				efa2ebd4-1f2a-11e9-a2d0-b3645e528b7a	
2020-08-28	EUR			EQSSVOLOTC | EUR | Equities | Equities | Common/Ordinary shares | US | MTAA | BIT MTA	-251000	0	US	EQSSVOLOTC	2020-08-28	GrandTotal				efa1970c-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQSSVOLOTC | EUR | Equities | Equities | Common/Ordinary shares | NOKIA | XETR | Xetra T7	-40000	0	NOKIA	EQSSVOLOTC	2020-08-28	GrandTotal				ef9f98c6-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQSSVOLOTC | EUR | Equities | Options | Call | 20508939 | 17 DEC 21 | C | A | 4.6000000000 | XXXX | OTC Derivatives	0	0	20508939	EQSSVOLOTC	2020-08-28	GrandTotal				c4de440a-7710-11e9-9400-98972329be46	0
2020-08-28	EUR			EQSSVOLOTC | EUR | Equities | Options | Put | VO3 X120 Dec22 - OTC - STRUTT | 15 DEC 23 | P | A | 120.0000000000 | None | OTC Derivatives	-17648.72542898306	261.17100953617756	VO3 X120 Dec22 - OTC - STRUTT	EQSSVOLOTC	2020-08-28	GrandTotal				afb434b2-4d99-11ea-8480-8ec09ba89a42	1902.348237682361
2020-08-28	EUR			EQSSVOLOTC | EUR | Equities | Equities | Common/Ordinary shares | MS | MTAA | BIT MTA	-120000	0	MS	EQSSVOLOTC	2020-08-28	GrandTotal				ef9e6f96-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQSSVOLOTC | EUR | Equities | Options | Call | 25643982 | 17 DEC 21 | C | E | 4.6000000000 | XXXX | OTC Derivatives	0	0	25643982	EQSSVOLOTC	2020-08-28	GrandTotal				b941c7e8-7710-11e9-9400-98972329be46	0
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_EPC SX5E MAR24 CCAP - 4896 | 25 MAR 24 | C | E | 5016.7296000000 | XXXX | Internal	54.412472908336845	0.119543345660362	OPT_EPC SX5E MAR24 CCAP - 4896	EQ-INDEXVOL2	2020-08-28	GrandTotal				bc50def0-9e9d-11ea-a0a0-6b77645bee53	-1221.8313266664152
2020-08-28	EUR			VOL_STCK_AA_PR | EUR | Equities | Options | Call | OPT_SD3E JUN19 BDT C66.66 2Y - 5060 | 22 JUN 21 | C | E | 1277.9600000000 | XXXX | Internal	390.3133358363127	0.6497296332493494	OPT_SD3E JUN19 BDT C66.66 2Y - 5060	VOL_STCK_AA_PR	2020-08-28	GrandTotal				bc748184-9e9d-11ea-a0a0-6b77645bee53	-2084.370600174947
2020-08-28	EUR			MTAINT | EUR | Equities | Equities | Common/Ordinary shares | INTEL EUR | MTAH | BIT MTA	1393	0	INTEL EUR	MTAINT	2020-08-28	GrandTotal				efa022c8-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			MTAINT | EUR | Equities | Equities | Common/Ordinary shares | ENGIE | XPAR | Euronext Optiq	-7569	0	ENGIE	MTAINT	2020-08-28	GrandTotal				efa315d2-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQSSVOLOTC | EUR | Equities | Options | Call | FRE G47.91 21 - OTC EPSILON | 02 JUL 21 | C | E | 47.9100000000 | None | OTC Derivatives	-16304.237207976152	-1936.1144835823875	FRE G47.91 21 - OTC EPSILON	EQSSVOLOTC	2020-08-28	GrandTotal				3a710bb2-bd24-11ea-b0d0-9b6fd5f0ec96	199.6494752674901
2020-08-28	EUR			EQSSVOLOTC | EUR | Equities | Options | Put | ENEL X4.8 Dec22 - OTC - STRUTT | 16 DEC 22 | P | A | 4.8000000000 | XOFF | OTC Derivatives	-210497.58487502413	107081.11168144322	ENEL X4.8 Dec22 - OTC - STRUTT	EQSSVOLOTC	2020-08-28	GrandTotal				b7eff2f2-7710-11e9-9400-98972329be46	1173.3165780447862
2020-08-28	EUR			EQSSVOLOTC | EUR | Equities | Options | Call | BNP FEB22 CALL 21.065 OTC - EPSILON | 11 FEB 22 | C | E | 21.0650000000 | None | OTC Derivatives	-3677.87383925224	-35.14420649022588	BNP FEB22 CALL 21.065 OTC - EPSILON	EQSSVOLOTC	2020-08-28	GrandTotal				c10a445a-7710-11e9-9400-98972329be46	42.32348433880939
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Call | MIBO0L19000 | 18 DEC 20 | C | E | 19000.0000000000 | XDMI | Borsa Italiana IDEM	139.54743369810265	0.026977908928976443	MIBO0L19000	EQ-INDEXVOL2	2020-08-28	GrandTotal				4c5888fc-1f30-11e9-a2d0-b3645e528b7a	-592.8760932071555
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Put | OPT_SX5E MAR22 P85 - 4894 | 23 MAR 22 | P | E | 2848.9535000000 | XXXX | Internal	35.49930588198906	-0.04497686257730935	OPT_SX5E MAR22 P85 - 4894	EQ-INDEXVOL2	2020-08-28	GrandTotal				bc53633c-9e9d-11ea-a0a0-6b77645bee53	-303.5540703014597
2020-08-28	EUR			VOL_STCK_AA_PR | EUR | Equities | Miscellaneous | Combined Instruments | EP3 SD3E MAR22 BDT | ETLX | EuroTLX Equities	-136.96531596473574	-0.8837289065710684	EP3 SD3E MAR22 BDT	VOL_STCK_AA_PR	2020-08-28	GrandTotal				3421e488-1f2e-11e9-a2d0-b3645e528b7a	975.4368822720297
2020-08-28	EUR			MTAINT | EUR | Equities | Equities | Common/Ordinary shares | AEGON | XAMS | Euronext Optiq	598399	0	AEGON	MTAINT	2020-08-28	GrandTotal				ef9f6e5a-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			MTAINT | EUR | Equities | Equities | Common/Ordinary shares | BNP | XPAR | Euronext Optiq	-1433	0	BNP	MTAINT	2020-08-28	GrandTotal				efa08740-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202012 C 3300 | 18 DEC 20 | C | E | 3300.0000000000 | XEUR | Eurex NTA	264.6888001460311	0.4873217011839614	OESX 202012 C 3300	EQ-INDEXVOL2	2020-08-28	GrandTotal				f380d594-1f30-11e9-a2d0-b3645e528b7a	-253.96690135921062
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_SX5E NOV23 CCAP CREDEM - 5003 | 13 NOV 23 | C | E | 4062.9360000000 | XXXX | Internal	15.990382403784295	0.02489780966408398	OPT_SX5E NOV23 CCAP CREDEM - 5003	EQ-INDEXVOL2	2020-08-28	GrandTotal				e54e8b82-b094-11ea-bdb0-f7127f36688c	-341.6505401856198
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Put | MIBO0U18500 | 18 SEP 20 | P | E | 18500.0000000000 | XDMI | Borsa Italiana IDEM	3.2487007935761514	-0.003321953352121142	MIBO0U18500	EQ-INDEXVOL2	2020-08-28	GrandTotal				88ef8718-ddc9-11e9-9eb0-e7766f5ef7bc	
2020-08-28	USD			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | SANDERSON FARMS INC | XNAS | Reuters Elektron	0	0	SANDERSON FARMS INC	RELATIVE09	2020-08-28	GrandTotal				7d368f8e-5151-11e9-b8d0-ec23cf8de3db	0
2020-08-28	USD			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | MKS INSTRUMENTS | XNAS | Reuters Elektron	0	0	MKS INSTRUMENTS	RELATIVE09	2020-08-28	GrandTotal				5a437a1e-1f2e-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			MTAINT | EUR | Equities | Equities | Common/Ordinary shares | ASML | XAMS | Euronext Optiq	116	0	ASML	MTAINT	2020-08-28	GrandTotal				efa37c20-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQSSVOLOTC | EUR | Equities | Options | Call | G FEB25 CALL 7.775 OTC - EPSILON | 11 FEB 25 | C | E | 7.7750000000 | None | OTC Derivatives	-8854.722804560724	-533.1240263877246	G FEB25 CALL 7.775 OTC - EPSILON	EQSSVOLOTC	2020-08-28	GrandTotal				c1033dea-7710-11e9-9400-98972329be46	209.67886579111442
2020-08-28	EUR			EQSSVOLOTC | EUR | Equities | Options | Call | 3_BAYG H60.3645 - OTC EPSILON | 05 AUG 21 | C | E | 60.3645000000 | None | OTC Derivatives	-13060.355548171037	-880.4050836246744	3_BAYG H60.3645 - OTC EPSILON	EQSSVOLOTC	2020-08-28	GrandTotal				b40553cc-d6ef-11ea-9a70-8c74e2c4ffa0	228.0148042819401
2020-08-28	EUR			EQSSVOLOTC | EUR | Equities | Options | Call | ENI 12.5L Dec22 - OTC - STRUTT | 16 DEC 22 | C | E | 12.5000000000 | XXXX | OTC Derivatives	42248.93970031781	32869.848434739535	ENI 12.5L Dec22 - OTC - STRUTT	EQSSVOLOTC	2020-08-28	GrandTotal				4537faaa-e59e-11e9-8320-5149c5b639d8	-323.9150891230946
2020-08-28	EUR			EQSSVOLOTC | EUR | Equities | Equities | Common/Ordinary shares | BMED | MTAA | BIT MTA	-200000	0	BMED	EQSSVOLOTC	2020-08-28	GrandTotal				ef9fe1dc-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Miscellaneous | Combined Instruments | I05387 | SEDX | BIT SEDEX	0	0	I05387	EQ-INDEXVOL2	2020-08-28	GrandTotal				af9dc2b4-ba9f-11e9-a020-091cb4b8f405	0
2020-08-28	USD			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | MARATHON PETROLEUM CORP | XNYS | Reuters Elektron	0	0	MARATHON PETROLEUM CORP	RELATIVE09	2020-08-28	GrandTotal				5aee4a3e-1f2e-11e9-a2d0-b3645e528b7a	0
2020-08-28	USD			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | CHENIERE ENY L.P | XNYS | Reuters Elektron	0	0	CHENIERE ENY L.P	RELATIVE09	2020-08-28	GrandTotal				5a967250-1f2e-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			MTAINT | EUR | Equities | Equities | Common/Ordinary shares | RENAULT | MTAH | BIT MTA	-21821	0	RENAULT	MTAINT	2020-08-28	GrandTotal				ef9e4db8-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			MTAINT | EUR | Equities | Equities | Common/Ordinary shares | AXA | MTAH | BIT MTA	-3239	0	AXA	MTAINT	2020-08-28	GrandTotal				efa1213c-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			LONG_ONLY | EUR | Equities | Equities | Common/Ordinary shares | DANONE | XPAR | Euronext Optiq	6000	0	DANONE	LONG_ONLY	2020-08-28	GrandTotal				ef9c3190-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			LONG_ONLY | EUR | Equities | Options | Put | TIT0X0.33 | 18 DEC 20 | P | A | .3300000000 | XDMI | Borsa Italiana IDEM	604422.0427747653	-8667233.954584211	TIT0X0.33	LONG_ONLY	2020-08-28	GrandTotal				9c035bde-61d3-11ea-bc20-eddd0e07b602	0
2020-08-28	EUR			EQSSVOLOTC | EUR | Equities | Options | Call | ENEL MAR25 CALL 2.8475 OTC - EPSILON | 13 MAR 25 | C | E | 2.8475000000 | None | OTC Derivatives	-23122.467587301668	-719.7544072773561	ENEL MAR25 CALL 2.8475 OTC - EPSILON	EQSSVOLOTC	2020-08-28	GrandTotal				bc4e5456-7710-11e9-9400-98972329be46	295.1941194931812
2020-08-28	EUR			EQSSVOLOTC | EUR | Equities | Options | Call | ENEL MAR26 CALL 2.8475 OTC - EPSILON | 13 MAR 26 | C | E | 2.8475000000 | None | OTC Derivatives	-22690.714499927635	-852.4368672914009	ENEL MAR26 CALL 2.8475 OTC - EPSILON	EQSSVOLOTC	2020-08-28	GrandTotal				bc4e6ee6-7710-11e9-9400-98972329be46	353.051193003334
2020-08-28	EUR			EQSSVOLOTC | EUR | Equities | Options | Call | RDSA MAR24 CALL 14.45 OTC - EPSILON | 13 MAR 24 | C | E | 14.4500000000 | None | OTC Derivatives	-1844.952490070715	-311.2271635098784	RDSA MAR24 CALL 14.45 OTC - EPSILON	EQSSVOLOTC	2020-08-28	GrandTotal				bc679c72-7710-11e9-9400-98972329be46	38.8457831088435
2020-08-28	EUR			EQSSVOLOTC | EUR | Equities | Options | Call | RDSA MAR23 CALL 14.45 OTC - EPSILON | 13 MAR 23 | C | E | 14.4500000000 | None | OTC Derivatives	-1824.402643865543	-342.0841945624208	RDSA MAR23 CALL 14.45 OTC - EPSILON	EQSSVOLOTC	2020-08-28	GrandTotal				bc6780e8-7710-11e9-9400-98972329be46	26.805991733954883
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Put | MIBO1O17000 | 19 MAR 21 | P | E | 17000.0000000000 | XDMI | Borsa Italiana IDEM	2.256882706219235	-0.000660143855695641	MIBO1O17000	EQ-INDEXVOL2	2020-08-28	GrandTotal				e99278ac-6cd3-11ea-a480-53318575c5c6	-9.897155346516229
2020-08-28	USD			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | KIRBY CORP | XNYS | Reuters Elektron	0	0	KIRBY CORP	RELATIVE09	2020-08-28	GrandTotal				250a8694-514c-11e9-b8d0-ec23cf8de3db	
2020-08-28	USD			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | TYSON FOODS | XNYS | Reuters Elektron	0	0	TYSON FOODS	RELATIVE09	2020-08-28	GrandTotal				5ac8c93a-1f2e-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			LONG_ONLY | EUR | Equities | Equities | Common/Ordinary shares | CAI | MTAA | BIT MTA	0	0	CAI	LONG_ONLY	2020-08-28	GrandTotal				efa2adb8-1f2a-11e9-a2d0-b3645e528b7a	0
2020-08-28	CHF			LONG_ONLY | CHF | Equities | Equities | Common/Ordinary shares | ZUR ROSE ORD | XSWX | Reuters Elektron	0	0	ZUR ROSE ORD	LONG_ONLY	2020-08-28	GrandTotal				5ae646e0-1f2e-11e9-a2d0-b3645e528b7a	
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Put | OEXD 202012 P 90 | 18 DEC 20 | P | E | 90.0000000000 | XEUR | Eurex NTA	0	0	OEXD 202012 P 90	EQ-INDEXVOL2	2020-08-28	GrandTotal				f37ea512-1f30-11e9-a2d0-b3645e528b7a	
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_SX6E JUL26 CCAP - 5112 | 29 JUL 26 | C | E | 446.1402000000 | XXXX | Internal	1182.4515193068944	15.400132468673903	OPT_SX6E JUL26 CCAP - 5112	EQ-INDEXVOL2	2020-08-28	GrandTotal				7e83a462-aef7-11ea-8700-3d076c78611f	-35046.12622086221
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Call | MIBO1F17000 | 18 JUN 21 | C | E | 17000.0000000000 | XDMI | Borsa Italiana IDEM	0	0	MIBO1F17000	EQ-INDEXVOL2	2020-08-28	GrandTotal				4cc4d4ee-1f30-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202112 C 5500 | 17 DEC 21 | C | E | 5500.0000000000 | XEUR | Eurex NTA	0.19750954455906877	0.0013401352777478088	OESX 202112 C 5500	EQ-INDEXVOL2	2020-08-28	GrandTotal				f9341a8c-1f30-11e9-a2d0-b3645e528b7a	-1.583108810063223
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_FTMIB NOV24 C125 - 4941 | 06 NOV 24 | C | E | 26523.9300000000 | XXXX | Internal	35.875003034652885	0.007076765701475965	OPT_FTMIB NOV24 C125 - 4941	EQ-INDEXVOL2	2020-08-28	GrandTotal				bc65f8a8-9e9d-11ea-a0a0-6b77645bee53	-3584.0895171172383
2020-08-28	EUR			VOL_STCK_AA_PR | EUR | Equities | Options | Call | OPT_CERT SD3E APR26 BDT C66.66 3Y - 4954 | 26 APR 22 | C | E | 1363.5535000000 | XXXX | Internal	313.46499662050905	0.6673934427292764	OPT_CERT SD3E APR26 BDT C66.66 3Y - 4954	VOL_STCK_AA_PR	2020-08-28	GrandTotal				bc60ef34-9e9d-11ea-a0a0-6b77645bee53	-2790.9281677563044
2020-08-28	USD			LONG_ONLY | USD | Equities | Equities | Common/Ordinary shares | ORACLE CORP USD | XNYS | Reuters Elektron	0	0	ORACLE CORP USD	LONG_ONLY	2020-08-28	GrandTotal				5a96421c-1f2e-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Put | MIBO0X17500 | 18 DEC 20 | P | E | 17500.0000000000 | XDMI | Borsa Italiana IDEM	14.533782513882137	-0.0054383609732579895	MIBO0X17500	EQ-INDEXVOL2	2020-08-28	GrandTotal				97d00d00-61d3-11ea-bc20-eddd0e07b602	-61.76277153124374
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Miscellaneous | Combined Instruments | CERT SD3E NOV25 BDT | ETLX | EuroTLX Equities	0	0	CERT SD3E NOV25 BDT	EQ-INDEXVOL2	2020-08-28	GrandTotal				34252d14-1f2e-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Call | MIBO0I22000 | 18 SEP 20 | C | E | 22000.0000000000 | XDMI | Borsa Italiana IDEM	-0.3616725131383227	-0.0010609464909185327	MIBO0I22000	EQ-INDEXVOL2	2020-08-28	GrandTotal				88d75d28-ddc9-11e9-9eb0-e7766f5ef7bc	
2020-08-28	USD			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | FED RLTY INV TR | XNYS | Reuters Elektron	0	0	FED RLTY INV TR	RELATIVE09	2020-08-28	GrandTotal				5b222a5c-1f2e-11e9-a2d0-b3645e528b7a	0
2020-08-28	USD			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | SONOCO PROD | XNYS | Reuters Elektron	0	0	SONOCO PROD	RELATIVE09	2020-08-28	GrandTotal				25114e52-514c-11e9-b8d0-ec23cf8de3db	0
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Call | OEXD 202512 C 120 | 19 DEC 25 | C | E | 120.0000000000 | XEUR | Eurex NTA	0	0	OEXD 202512 C 120	EQ-INDEXVOL2	2020-08-28	GrandTotal				f93565b8-1f30-11e9-a2d0-b3645e528b7a	
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Put | MIBO0U18000 | 18 SEP 20 | P | E | 18000.0000000000 | XDMI | Borsa Italiana IDEM	-0.1559543226342634	0.0001696978689315651	MIBO0U18000	EQ-INDEXVOL2	2020-08-28	GrandTotal				322fc170-e5a5-11e9-80e0-42d88dbc676c	
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202712 C 4600 | 17 DEC 27 | C | E | 4600.0000000000 | XEUR | Eurex NTA	-0.409102281197177	-0.0004274338531135111	OESX 202712 C 4600	EQ-INDEXVOL2	2020-08-28	GrandTotal				15f8ca14-4e29-11ea-9f90-c69103b1db4c	17.646015146665377
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Miscellaneous | Combined Instruments | EP CED SX5E FEB26 BDT | SEDX | BIT SEDEX	0	0	EP CED SX5E FEB26 BDT	EQ-INDEXVOL2	2020-08-28	GrandTotal				8a2e6eca-3aa2-11e9-a520-b0115fdb02cb	0
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Put | OPT_SX5E MAY24 P95 - 4996 | 08 MAY 24 | P | E | 3193.0000000000 | XXXX | Internal	167.23675666806068	-0.12465040631843398	OPT_SX5E MAY24 P95 - 4996	EQ-INDEXVOL2	2020-08-28	GrandTotal				bc6ca522-9e9d-11ea-a0a0-6b77645bee53	-3965.844764980609
2020-08-28	USD			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | PRSPRTY BNCSHRS | XNYS | Reuters Elektron	0	0	PRSPRTY BNCSHRS	RELATIVE09	2020-08-28	GrandTotal				250f5cb4-514c-11e9-b8d0-ec23cf8de3db	0
2020-08-28	USD			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | EATON ORD | XNYS | Reuters Elektron	0	0	EATON ORD	RELATIVE09	2020-08-28	GrandTotal				5a526ec0-1f2e-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQIDXVOTC | EUR | Equities | Options | Put | OTC SD3E P1850 DEC24 - STRUCT | 20 DEC 24 | P | E | 1850.0000000000 | XOFF | OTC Derivatives	-1207.291461147762	0.7439408618087409	OTC SD3E P1850 DEC24 - STRUCT	EQIDXVOTC	2020-08-28	GrandTotal				bd7925a4-7710-11e9-9400-98972329be46	26562.096461030706
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Put | MIBO1R21000 | 18 JUN 21 | P | E | 21000.0000000000 | XDMI | Borsa Italiana IDEM	1.231838922995618	-0.00019733374563467895	MIBO1R21000	EQ-INDEXVOL2	2020-08-28	GrandTotal				4cdc35c6-1f30-11e9-a2d0-b3645e528b7a	-23.349355262180325
2020-08-28	EUR			VOL_STCK_AA_PR | EUR | Equities | Options | Call | OPT_SD3E JAN25 CATM - 4412 | 29 JAN 25 | C | E | 2148.6800000000 | XXXX | Internal	163.09257052844077	0.7895938036783023	OPT_SD3E JAN25 CATM - 4412	VOL_STCK_AA_PR	2020-08-28	GrandTotal				bbe03c40-9e9d-11ea-a0a0-6b77645bee53	-3593.836488271692
2020-08-28	EUR			VOL_STCK_AA_PR | EUR | Equities | Options | Call | OPT_SD3E MAR22 CCAP - 3707 | 29 MAR 22 | C | E | 2738.5650000000 | XXXX | Internal	-0.012195980980621916	-0.0002463581831830894	OPT_SD3E MAR22 CCAP - 3707	VOL_STCK_AA_PR	2020-08-28	GrandTotal				bb740584-9e9d-11ea-a0a0-6b77645bee53	0.08611004130551234
2020-08-28	EUR			EQIDXVOTC | EUR | Equities | Options | Call | SX5E MAR25 CALL50 OTC 2 - EPSILON MAR26 | 13 MAR 25 | C | E | 1732.0000000000 | None | OTC Derivatives	0.00002487729012292455	0.0000000029878212336479645	SX5E MAR25 CALL50 OTC 2 - EPSILON MAR26	EQIDXVOTC	2020-08-28	GrandTotal				c0da2892-7710-11e9-9400-98972329be46	-0.0007110638851353831
2020-08-28	EUR			EQIDXVOTC | EUR | Equities | Options | Put | SX7E OTC PUT 85 DEC22 -  STRUTTURATI | 16 DEC 22 | P | E | 85.0000000000 | XOFF | OTC Derivatives	-2975.4667702640604	52.56555544027622	SX7E OTC PUT 85 DEC22 -  STRUTTURATI	EQIDXVOTC	2020-08-28	GrandTotal				1330f07c-ba8b-11e9-92a0-f780db739741	4716.859137067786
2020-08-28	EUR			EQIDXVOTC | EUR | Equities | Options | Call | SX5E FEB26 CALL50 OTC - EPSILON2 | 11 FEB 26 | C | E | 1639.8000000000 | None | OTC Derivatives	0	0	SX5E FEB26 CALL50 OTC - EPSILON2	EQIDXVOTC	2020-08-28	GrandTotal				b644a4ca-7710-11e9-9400-98972329be46	0
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Put | MIBO0U13500 | 18 SEP 20 | P | E | 13500.0000000000 | XDMI | Borsa Italiana IDEM	0.11656207091655699	-0.0001312540042598304	MIBO0U13500	EQ-INDEXVOL2	2020-08-28	GrandTotal				c238d620-629c-11ea-b360-e4afb098eae1	
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202512 C 3400 | 19 DEC 25 | C | E | 3400.0000000000 | XEUR | Eurex NTA	438.15026292761354	0.3195667296474422	OESX 202512 C 3400	EQ-INDEXVOL2	2020-08-28	GrandTotal				f9532c88-1f30-11e9-a2d0-b3645e528b7a	-14753.695979940176
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Call | MIBO1C19000 | 19 MAR 21 | C | E | 19000.0000000000 | XDMI | Borsa Italiana IDEM	-4.855279629654763	-0.0007810646184394988	MIBO1C19000	EQ-INDEXVOL2	2020-08-28	GrandTotal				e99b1f66-6cd3-11ea-a480-53318575c5c6	21.28750453848625
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_EP3 SXDP SEPT20 BDT CALL ATM - 3569 | 23 SEP 20 | C | E | 740.8100000000 | XXXX | Internal	-48.54891784522696	-0.009191894957467202	OPT_EP3 SXDP SEPT20 BDT CALL ATM - 3569	EQ-INDEXVOL2	2020-08-28	GrandTotal				bb400662-9e9d-11ea-a0a0-6b77645bee53	0.4912193473595563
2020-08-28	USD			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | ETSY INC | XNAS | Reuters Elektron	0	0	ETSY INC	RELATIVE09	2020-08-28	GrandTotal				5aa674a2-1f2e-11e9-a2d0-b3645e528b7a	
2020-08-28	EUR			EQIDXVOTC | EUR | Equities | Options | Call | SX5E MAR24 CALL50 OTC - EPSILON MAR26 | 13 MAR 24 | C | E | 1717.0000000000 | None | OTC Derivatives	-31.60211697782749	-0.003433702238975276	SX5E MAR24 CALL50 OTC - EPSILON MAR26	EQIDXVOTC	2020-08-28	GrandTotal				bf068bfa-7710-11e9-9400-98972329be46	711.310205523827
2020-08-28	EUR			QUANTO | EUR | Equities | Options | Put | TOTB 202012 P 48 | 18 DEC 20 | P | A | 48.0000000000 | XEUR | Eurex NTA	0	0	TOTB 202012 P 48	QUANTO	2020-08-28	GrandTotal				f94cdb08-1f30-11e9-a2d0-b3645e528b7a	0
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_SX5E APR22 CCAP - 4521 | 07 APR 22 | C | E | 4711.1286000000 | XXXX | Internal	20.823356054049913	0.08646871554155544	OPT_SX5E APR22 CCAP - 4521	EQ-INDEXVOL2	2020-08-28	GrandTotal				bbed55d8-9e9d-11ea-a0a0-6b77645bee53	-181.6941037587419
2020-08-28	EUR			EQ-INDEXVOL2 | EUR | Equities | Miscellaneous | Combined Instruments | EP3 SX5E NOV23 IPB | SEDX | BIT SEDEX	0	0	EP3 SX5E NOV23 IPB	EQ-INDEXVOL2	2020-08-28	GrandTotal				ef17cb72-1f2e-11e9-a2d0-b3645e528b7a	0
