Bof_20200828
CURRENCY	INSTRUMENT_FE	INSTRUMENTID_FE	TBRICKS_INSTRUMENT_ID	MFAMILY	MGROUP	MTYPE	PL_KEY_FE	PORTFOLIOID	POSITIONID	POSPRICE	POSPRICE_BUY	POSPRICE_SELL	QUANTITY	QUANTITY_BUY	QUANTITY_LIVE	QUANTITY_SELL	REF_DATE	TYPOLOGY	INVESTED	POSITION_CASHFLOW_ID	MARKET_NAME	MIC_JOIN_MKT_ATTR
EUR	BAY	BAY	efa18f50-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XETR	EQSSVOLOTC	EQSSVOLOTC | EUR | Equities | Equities | Common/Ordinary shares | BAY | XETR | Xetra T7	72.81			15000	15000		0	2020-08-28		1092150	EQSSVOLOTC | BAY	Xetra T7	XETR
EUR	BPE	BPE	efa3b1d6-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	MTAA	EQSSVOLOTC	EQSSVOLOTC | EUR | Equities | Equities | Common/Ordinary shares | BPE | MTAA | BIT MTA	4.4945			-1200000	0		1200000	2020-08-28		-5393400	EQSSVOLOTC | BPE	BIT MTA	MTAA
EUR	IRE	IRE	efa23e0a-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	MTAA	EQSSVOLOTC	EQSSVOLOTC | EUR | Equities | Equities | Common/Ordinary shares | IRE | MTAA | BIT MTA	2.763			5200000	5200000		0	2020-08-28		14367600	EQSSVOLOTC | IRE	BIT MTA	MTAA
EUR	TRN	TRN	efa1a24c-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	MTAA	EQSSVOLOTC	EQSSVOLOTC | EUR | Equities | Equities | Common/Ordinary shares | TRN | MTAA | BIT MTA	5.969			2360000	2360000		0	2020-08-28		14086840	EQSSVOLOTC | TRN	BIT MTA	MTAA
EUR	OPT_STXE OCT21 PATM - 3587	OPT_STXE OCT21 PATM - 3587 | 26 OCT 21 | P | E | 3418.2300000000	bb497bde-9e9d-11ea-a0a0-6b77645bee53	Equities	Options	Put	XXXX	EQ-INDEXVOL2	EQ-INDEXVOL2 | EUR | Equities | Options | Put | OPT_STXE OCT21 PATM - 3587 | 26 OCT 21 | P | E | 3418.2300000000 | XXXX | Internal	539.2763626059891			10196.210297	10882.8228		686.612503	2020-08-28		5498575.201331891	EQ-INDEXVOL2 | OPT_STXE OCT21 PATM - 3587 | 26 OCT 21 | P | E | 3418.2300000000	Internal	XXXX
EUR	I06350	I06350	b39a08d2-90e6-11ea-b430-b3e2b66d25c3	Equities	Rights	Warrants Call	SEDX	EQ-INDEXVOL2	EQ-INDEXVOL2 | EUR | Equities | Rights | Warrants Call | I06350 | SEDX | BIT SEDEX	0			0	517100		517100	2020-08-28		457.0499999999993	EQ-INDEXVOL2 | I06350	BIT SEDEX	SEDX
EUR	OPT_SD3E OCT24 CCAP - 4294	OPT_SD3E OCT24 CCAP - 4294 | 29 OCT 24 | C | E | 3962.3038000000	bbd30bce-9e9d-11ea-a0a0-6b77645bee53	Equities	Options	Call	XXXX	VOL_STCK_AA_PR	VOL_STCK_AA_PR | EUR | Equities | Options | Call | OPT_SD3E OCT24 CCAP - 4294 | 29 OCT 24 | C | E | 3962.3038000000 | XXXX | Internal	0.030753237747458882			-63379.3637425	374.812464		63754.1762065	2020-08-28		-1949.1206414557778	VOL_STCK_AA_PR | OPT_SD3E OCT24 CCAP - 4294 | 29 OCT 24 | C | E | 3962.3038000000	Internal	XXXX
EUR	OPT_SD3E JAN23 C134 - 4000	OPT_SD3E JAN23 C134 - 4000 | 27 JAN 23 | C | E | 2656.9788000000	bbb0d068-9e9d-11ea-a0a0-6b77645bee53	Equities	Options	Call	XXXX	VOL_STCK_AA_PR	VOL_STCK_AA_PR | EUR | Equities | Options | Call | OPT_SD3E JAN23 C134 - 4000 | 27 JAN 23 | C | E | 2656.9788000000 | XXXX | Internal	0.22595176639061987			-34154.876035999994	390.8573		34545.733336	2020-08-28		-7717.354571186851	VOL_STCK_AA_PR | OPT_SD3E JAN23 C134 - 4000 | 27 JAN 23 | C | E | 2656.9788000000	Internal	XXXX
EUR	OPT_SD3E NOV21 PATM - 4761	OPT_SD3E NOV21 PATM - 4761 | 09 NOV 21 | P | E | 1921.1400000000	bc1f9e9e-9e9d-11ea-a0a0-6b77645bee53	Equities	Options	Put	XXXX	VOL_STCK_AA_PR	VOL_STCK_AA_PR | EUR | Equities | Options | Put | OPT_SD3E NOV21 PATM - 4761 | 09 NOV 21 | P | E | 1921.1400000000 | XXXX | Internal	582.524528534			-4938.731712	0		4938.731712	2020-08-28		-2876932.3620887143	VOL_STCK_AA_PR | OPT_SD3E NOV21 PATM - 4761 | 09 NOV 21 | P | E | 1921.1400000000	Internal	XXXX
EUR	EP3 SD3E JUL24 BDT	EP3 SD3E JUL24 BDT	341f3396-1f2e-11e9-a2d0-b3645e528b7a	Equities	Miscellaneous	Combined Instruments	ETLX	VOL_STCK_AA_PR	VOL_STCK_AA_PR | EUR | Equities | Miscellaneous | Combined Instruments | EP3 SD3E JUL24 BDT | ETLX | EuroTLX Equities	949.5317021720575			-226782	1766		228548	2020-08-28		-215336698.48198354	VOL_STCK_AA_PR | EP3 SD3E JUL24 BDT	EuroTLX Equities	ETLX
EUR	NVIDIA  EUR	NVIDIA  EUR	efa41658-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XETR	MTAINT	MTAINT | EUR | Equities | Equities | Common/Ordinary shares | NVIDIA  EUR | XETR | Xetra T7	230.44497029703055			-505	5556		6061	2020-08-28		-116374.71000000043	MTAINT | NVIDIA  EUR	Xetra T7	XETR
EUR	BAY	BAY	efa18f50-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XETR	MTAINT	MTAINT | EUR | Equities | Equities | Common/Ordinary shares | BAY | XETR | Xetra T7	116.60356770833282			-768	18823		19591	2020-08-28		-89551.5399999996	MTAINT | BAY	Xetra T7	XETR
EUR	US	US	efa1970c-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	MTAA	EQSSVOLOTC	EQSSVOLOTC | EUR | Equities | Equities | Common/Ordinary shares | US | MTAA | BIT MTA	2.596			-251000	0		251000	2020-08-28		-651596	EQSSVOLOTC | US	BIT MTA	MTAA
EUR	ALLIANZ	ALLIANZ	efa1c998-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XETR	EQSSVOLOTC	EQSSVOLOTC | EUR | Equities | Equities | Common/Ordinary shares | ALLIANZ | XETR | Xetra T7	218.4			-30800	0		30800	2020-08-28		-6726720	EQSSVOLOTC | ALLIANZ	Xetra T7	XETR
EUR	UBI	UBI	ef9caf94-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	MTAA	EQSSVOLOTC	EQSSVOLOTC | EUR | Equities | Equities | Common/Ordinary shares | UBI | MTAA | BIT MTA	2.9225			-150000	0		150000	2020-08-28		-438375	EQSSVOLOTC | UBI	BIT MTA	MTAA
EUR	OESX 202009 P 3000	OESX 202009 P 3000 | 18 SEP 20 | P | E | 3000.0000000000	b87b0c1c-ddc1-11e9-9eb0-e7766f5ef7bc	Equities	Options	Put	XEUR	EQ-INDEXVOL2	EQ-INDEXVOL2 | EUR | Equities | Options | Put | OESX 202009 P 3000 | 18 SEP 20 | P | E | 3000.0000000000 | XEUR | Eurex NTA	0			0	1000		1000	2020-08-28		-266000	EQ-INDEXVOL2 | OESX 202009 P 3000 | 18 SEP 20 | P | E | 3000.0000000000	Eurex NTA	XEUR
EUR	EP SD3E MAR26 FID	EP SD3E MAR26 FID	4ce5bcc4-e59e-11e9-8320-5149c5b639d8	Equities	Miscellaneous	Combined Instruments	SEDX	VOL_STCK_AA_PR	VOL_STCK_AA_PR | EUR | Equities | Miscellaneous | Combined Instruments | EP SD3E MAR26 FID | SEDX | BIT SEDEX	923.4427852204708			-79431	217		79648	2020-08-28		-73349983.87284721	VOL_STCK_AA_PR | EP SD3E MAR26 FID	BIT SEDEX	SEDX
EUR	OPT_SD3E AUG23 CALL ATM - 4698	OPT_SD3E AUG23 CALL ATM - 4698 | 31 AUG 23 | C | E | 1968.1000000000	bbf79ab6-9e9d-11ea-a0a0-6b77645bee53	Equities	Options	Call	XXXX	VOL_STCK_AA_PR	VOL_STCK_AA_PR | EUR | Equities | Options | Call | OPT_SD3E AUG23 CALL ATM - 4698 | 31 AUG 23 | C | E | 1968.1000000000 | XXXX | Internal	8.8486350120325			73423.56852	74150.665344		727.0968239999999	2020-08-28		649698.3591144392	VOL_STCK_AA_PR | OPT_SD3E AUG23 CALL ATM - 4698 | 31 AUG 23 | C | E | 1968.1000000000	Internal	XXXX
EUR	OPT_CERT SD3E NOV25 BDT CALL50 3Y - 4791	OPT_CERT SD3E NOV25 BDT CALL50 3Y - 4791 | 24 NOV 21 | C | E | 952.7500000000	bc188e06-9e9d-11ea-a0a0-6b77645bee53	Equities	Options	Call	XXXX	VOL_STCK_AA_PR	VOL_STCK_AA_PR | EUR | Equities | Options | Call | OPT_CERT SD3E NOV25 BDT CALL50 3Y - 4791 | 24 NOV 21 | C | E | 952.7500000000 | XXXX | Internal	436.79076203430515			2325.03963692	2365.21809524		40.17845832	2020-08-28		1015555.834770251	VOL_STCK_AA_PR | OPT_CERT SD3E NOV25 BDT CALL50 3Y - 4791 | 24 NOV 21 | C | E | 952.7500000000	Internal	XXXX
EUR	OPT_SD3E JUN19 BDT C66.66 3Y - 5060	OPT_SD3E JUN19 BDT C66.66 3Y - 5060 | 22 JUN 22 | C | E | 1277.9600000000	bc75c8fa-9e9d-11ea-a0a0-6b77645bee53	Equities	Options	Call	XXXX	VOL_STCK_AA_PR	VOL_STCK_AA_PR | EUR | Equities | Options | Call | OPT_SD3E JUN19 BDT C66.66 3Y - 5060 | 22 JUN 22 | C | E | 1277.9600000000 | XXXX | Internal	175.78138394801596			5631.828253881001	5645.526968115		13.698714233999999	2020-08-28		989970.5646247405	VOL_STCK_AA_PR | OPT_SD3E JUN19 BDT C66.66 3Y - 5060 | 22 JUN 22 | C | E | 1277.9600000000	Internal	XXXX
EUR	EP3 SD3E AUG23 FID	EP3 SD3E AUG23 FID	ef7ab1b0-1f2e-11e9-a2d0-b3645e528b7a	Equities	Miscellaneous	Combined Instruments	SEDX	VOL_STCK_AA_PR	VOL_STCK_AA_PR | EUR | Equities | Miscellaneous | Combined Instruments | EP3 SD3E AUG23 FID | SEDX | BIT SEDEX	969.1849440497915			-144505	1431		145936	2020-08-28		-140052070.33991513	VOL_STCK_AA_PR | EP3 SD3E AUG23 FID	BIT SEDEX	SEDX
EUR	DEUTSCHE POST	DEUTSCHE POST	efa3a312-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	MTAH	MTAINT	MTAINT | EUR | Equities | Equities | Common/Ordinary shares | DEUTSCHE POST | MTAH | BIT MTA	17.66746823308265			-5320	25668		30988	2020-08-28		-93990.9309999997	MTAINT | DEUTSCHE POST	BIT MTA	MTAH
EUR	CARREFOUR	CARREFOUR	efa25142-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XPAR	MTAINT	MTAINT | EUR | Equities | Equities | Common/Ordinary shares | CARREFOUR | XPAR | Euronext Optiq	16.719603580562712			-782	12593		13375	2020-08-28		-13074.73000000004	MTAINT | CARREFOUR	Euronext Optiq	XPAR
EUR	SRS L0.7 - OTC - BCA ALBERTINI	SRS L0.7 - OTC - BCA ALBERTINI | 18 DEC 20 | C | A | .7000000000	53dc57f8-daf4-11ea-8be0-48a444c228a2	Equities	Options	Call	None	EQSSVOLOTC	EQSSVOLOTC | EUR | Equities | Options | Call | SRS L0.7 - OTC - BCA ALBERTINI | 18 DEC 20 | C | A | .7000000000 | None | OTC Derivatives	0.031			-700000	0		700000	2020-08-28		-21700	EQSSVOLOTC | SRS L0.7 - OTC - BCA ALBERTINI | 18 DEC 20 | C | A | .7000000000	OTC Derivatives	None
EUR	OTC L52 DEC20 - PELLINI	OTC L52 DEC20 - PELLINI | 18 DEC 20 | C | A | 52.0000000000	c193ac22-7710-11e9-9400-98972329be46	Equities	Options	Call	XOFF	EQSSVOLOTC	EQSSVOLOTC | EUR | Equities | Options | Call | OTC L52 DEC20 - PELLINI | 18 DEC 20 | C | A | 52.0000000000 | XOFF | OTC Derivatives	2.95			-25000	0		25000	2020-08-28		-73750	EQSSVOLOTC | OTC L52 DEC20 - PELLINI | 18 DEC 20 | C | A | 52.0000000000	OTC Derivatives	XOFF
EUR	BMW FEB26 CALL36.58 OTC - EPSILON	BMW FEB26 CALL36.58 OTC - EPSILON | 11 FEB 26 | C | E | 36.5800000000	c1230ba2-7710-11e9-9400-98972329be46	Equities	Options	Call	None	EQSSVOLOTC	EQSSVOLOTC | EUR | Equities | Options | Call | BMW FEB26 CALL36.58 OTC - EPSILON | 11 FEB 26 | C | E | 36.5800000000 | None | OTC Derivatives	33.987197390301056			-2323.678	2460.357		4784.035	2020-08-28		-78975.30285749998	EQSSVOLOTC | BMW FEB26 CALL36.58 OTC - EPSILON | 11 FEB 26 | C | E | 36.5800000000	OTC Derivatives	None
EUR	BYG MAR23 CALL 17.505 OTC - EPSILON	BYG MAR23 CALL 17.505 OTC - EPSILON | 13 MAR 23 | C | E | 17.5050000000	bc651e20-7710-11e9-9400-98972329be46	Equities	Options	Call	None	EQSSVOLOTC	EQSSVOLOTC | EUR | Equities | Options | Call | BYG MAR23 CALL 17.505 OTC - EPSILON | 13 MAR 23 | C | E | 17.5050000000 | None | OTC Derivatives	13.812939749718266			-3998.8534999999993	1713.8		5712.653499999999	2020-08-28		-55235.92246345	EQSSVOLOTC | BYG MAR23 CALL 17.505 OTC - EPSILON | 13 MAR 23 | C | E | 17.5050000000	OTC Derivatives	None
EUR	OPT_SX5E MAR22 P85 - 4894	OPT_SX5E MAR22 P85 - 4894 | 23 MAR 22 | P | E | 2848.9535000000	bc53633c-9e9d-11ea-a0a0-6b77645bee53	Equities	Options	Put	XXXX	EQ-INDEXVOL2	EQ-INDEXVOL2 | EUR | Equities | Options | Put | OPT_SX5E MAR22 P85 - 4894 | 23 MAR 22 | P | E | 2848.9535000000 | XXXX | Internal	288.9428648804951			-1229.2226	28.343725		1257.566325	2020-08-28		-355175.0996198509	EQ-INDEXVOL2 | OPT_SX5E MAR22 P85 - 4894 | 23 MAR 22 | P | E | 2848.9535000000	Internal	XXXX
EUR	OEXD 202012 P 127	OEXD 202012 P 127 | 18 DEC 20 | P | E | 127.0000000000	fa81a580-1f30-11e9-a2d0-b3645e528b7a	Equities	Options	Put	XEUR	EQ-INDEXVOL2	EQ-INDEXVOL2 | EUR | Equities | Options | Put | OEXD 202012 P 127 | 18 DEC 20 | P | E | 127.0000000000 | XEUR | Eurex NTA	3.8899997840361857			-1000	0		1000	2020-08-28		-388999.97840361856	EQ-INDEXVOL2 | OEXD 202012 P 127 | 18 DEC 20 | P | E | 127.0000000000	Eurex NTA	XEUR
EUR	MIBO1F23000	MIBO1F23000 | 18 JUN 21 | C | E | 23000.0000000000	4d25d10e-1f30-11e9-a2d0-b3645e528b7a	Equities	Options	Call	XDMI	EQ-INDEXVOL2	EQ-INDEXVOL2 | EUR | Equities | Options | Call | MIBO1F23000 | 18 JUN 21 | C | E | 23000.0000000000 | XDMI | Borsa Italiana IDEM	540			20	20		0	2020-08-28		27000	EQ-INDEXVOL2 | MIBO1F23000 | 18 JUN 21 | C | E | 23000.0000000000	Borsa Italiana IDEM	XDMI
EUR	OPT_SD3E MAY25 CATM - 4542	OPT_SD3E MAY25 CATM - 4542 | 28 MAY 25 | C | E | 2010.2300000000	bbee7d32-9e9d-11ea-a0a0-6b77645bee53	Equities	Options	Call	XXXX	VOL_STCK_AA_PR	VOL_STCK_AA_PR | EUR | Equities | Options | Call | OPT_SD3E MAY25 CATM - 4542 | 28 MAY 25 | C | E | 2010.2300000000 | XXXX | Internal	13.540987461278238			72428.598688	72863.872688		435.2739999999999	2020-08-28		980754.7466721615	VOL_STCK_AA_PR | OPT_SD3E MAY25 CATM - 4542 | 28 MAY 25 | C | E | 2010.2300000000	Internal	XXXX
EUR	BNP	BNP	efa08740-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XPAR	MTAINT	MTAINT | EUR | Equities | Equities | Common/Ordinary shares | BNP | XPAR | Euronext Optiq	40.09060013956737			-1433	4220		5653	2020-08-28		-57449.830000000045	MTAINT | BNP	Euronext Optiq	XPAR
EUR	UNILEVER	UNILEVER	6e48a974-1f2b-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	MTAH	MTAINT	MTAINT | EUR | Equities | Equities | Common/Ordinary shares | UNILEVER | MTAH | BIT MTA	35.714410496045836			-6955	35773		42728	2020-08-28		-248393.72499999878	MTAINT | UNILEVER	BIT MTA	MTAH
EUR	ENEL FEB24 CALL 2.63 OTC - EPSILON	ENEL FEB24 CALL 2.63 OTC - EPSILON | 12 FEB 24 | C | E | 2.6300000000	c11da798-7710-11e9-9400-98972329be46	Equities	Options	Call	None	EQSSVOLOTC	EQSSVOLOTC | EUR | Equities | Options | Call | ENEL FEB24 CALL 2.63 OTC - EPSILON | 12 FEB 24 | C | E | 2.6300000000 | None | OTC Derivatives	1.0568198599721674			-32319.388949999993	34220.535		66539.92395	2020-08-28		-34155.77210452501	EQSSVOLOTC | ENEL FEB24 CALL 2.63 OTC - EPSILON | 12 FEB 24 | C | E | 2.6300000000	OTC Derivatives	None
EUR	OESX 202012 C 3800	OESX 202012 C 3800 | 18 DEC 20 | C | E | 3800.0000000000	f3810992-1f30-11e9-a2d0-b3645e528b7a	Equities	Options	Call	XEUR	EQ-INDEXVOL2	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202012 C 3800 | 18 DEC 20 | C | E | 3800.0000000000 | XEUR | Eurex NTA	-9627.96914791148			-2	5000		5002	2020-08-28		192559.38295822963	EQ-INDEXVOL2 | OESX 202012 C 3800 | 18 DEC 20 | C | E | 3800.0000000000	Eurex NTA	XEUR
EUR	OEXD 202112 P 100	OEXD 202112 P 100 | 17 DEC 21 | P | E | 100.0000000000	f37ef594-1f30-11e9-a2d0-b3645e528b7a	Equities	Options	Put	XEUR	EQ-INDEXVOL2	EQ-INDEXVOL2 | EUR | Equities | Options | Put | OEXD 202112 P 100 | 17 DEC 21 | P | E | 100.0000000000 | XEUR | Eurex NTA	0.6642150174553691			1000	1000		0	2020-08-28		66421.50174553692	EQ-INDEXVOL2 | OEXD 202112 P 100 | 17 DEC 21 | P | E | 100.0000000000	Eurex NTA	XEUR
EUR	OPT_EP3 SXDP SEPT20 BDT CALL 144 - 3569	OPT_EP3 SXDP SEPT20 BDT CALL 144 - 3569 | 23 SEP 20 | C | E | 1066.7664000000	bb449b82-9e9d-11ea-a0a0-6b77645bee53	Equities	Options	Call	XXXX	EQ-INDEXVOL2	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_EP3 SXDP SEPT20 BDT CALL 144 - 3569 | 23 SEP 20 | C | E | 1066.7664000000 | XXXX | Internal	0.5467436192062638			2436.52257	2964.323304		527.800734	2020-08-28		1332.1531681995473	EQ-INDEXVOL2 | OPT_EP3 SXDP SEPT20 BDT CALL 144 - 3569 | 23 SEP 20 | C | E | 1066.7664000000	Internal	XXXX
EUR	OESX 202012 P 2000	OESX 202012 P 2000 | 18 DEC 20 | P | E | 2000.0000000000	f381f1cc-1f30-11e9-a2d0-b3645e528b7a	Equities	Options	Put	XEUR	EQ-INDEXVOL2	EQ-INDEXVOL2 | EUR | Equities | Options | Put | OESX 202012 P 2000 | 18 DEC 20 | P | E | 2000.0000000000 | XEUR | Eurex NTA	0			0	2000		2000	2020-08-28		36000	EQ-INDEXVOL2 | OESX 202012 P 2000 | 18 DEC 20 | P | E | 2000.0000000000	Eurex NTA	XEUR
USD	Pinterest	Pinterest	7ffbc816-3844-11ea-3c2f-77d4559f55be	Equities	Equities	Common/Ordinary shares	XNYS	RELATIVE09	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | Pinterest | XNYS | Reuters Elektron	0			0	1602		1602	2020-08-28		3234.9185999999972	RELATIVE09 | Pinterest	Reuters Elektron	XNYS
USD	JD.COM INC ADR	JD.COM INC ADR	5a8158f2-1f2e-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XNAS	RELATIVE09	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | JD.COM INC ADR | XNAS | Reuters Elektron	0			0	1418		1418	2020-08-28		-4310.720000000001	RELATIVE09 | JD.COM INC ADR	Reuters Elektron	XNAS
EUR	ASML	ASML	efa37c20-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XAMS	MTAINT	MTAINT | EUR | Equities | Equities | Common/Ordinary shares | ASML | XAMS | Euronext Optiq	695.2215517241356			116	3674		3558	2020-08-28		80645.69999999972	MTAINT | ASML	Euronext Optiq	XAMS
EUR	NETFLIX EUR	NETFLIX EUR	efa204bc-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	MTAH	MTAINT	MTAINT | EUR | Equities | Equities | Common/Ordinary shares | NETFLIX EUR | MTAH | BIT MTA	384.3265365853655			1025	5597		4572	2020-08-28		393934.6999999996	MTAINT | NETFLIX EUR	BIT MTA	MTAH
EUR	AIR LIQUIDE	AIR LIQUIDE	efa434b2-1f2a-11e9-a2d0-b3645e528b7a	Equities	Equities	Common/Ordinary shares	XPAR	MTAINT	MTAINT | EUR | Equities | Equities | Common/Ordinary shares | AIR LIQUIDE | XPAR | Euronext Optiq	126.36512132241444			6594	14752		8158	2020-08-28		833251.6100000008	MTAINT | AIR LIQUIDE	Euronext Optiq	XPAR
EUR	IBE FEB25 CALL 3.691 OTC - EPSILON	IBE FEB25 CALL 3.691 OTC - EPSILON | 11 FEB 25 | C | E | 3.6910000000	c10f0e9a-7710-11e9-9400-98972329be46	Equities	Options	Call	None	EQSSVOLOTC	EQSSVOLOTC | EUR | Equities | Options | Call | IBE FEB25 CALL 3.691 OTC - EPSILON | 11 FEB 25 | C | E | 3.6910000000 | None | OTC Derivatives	1.8778020542980929			-23028.985	24383.64		47412.625	2020-08-28		-43243.875341399966	EQSSVOLOTC | IBE FEB25 CALL 3.691 OTC - EPSILON | 11 FEB 25 | C | E | 3.6910000000	OTC Derivatives	None
EUR	ENI L12 Dec22 - OTC - STRUTT	ENI L12 Dec22 - OTC - STRUTT | 16 DEC 22 | C | A | 12.0000000000	8fbb3e0a-4680-11ea-8300-9e19aa31e6f4	Equities	Options	Call	None	EQSSVOLOTC	EQSSVOLOTC | EUR | Equities | Options | Call | ENI L12 Dec22 - OTC - STRUTT | 16 DEC 22 | C | A | 12.0000000000 | None | OTC Derivatives	1.02			-375000	0		375000	2020-08-28		-382500	EQSSVOLOTC | ENI L12 Dec22 - OTC - STRUTT | 16 DEC 22 | C | A | 12.0000000000	OTC Derivatives	None
EUR	5_GAS FEB25 CALL 11.87 OTC - EPSILON	5_GAS FEB25 CALL 11.87 OTC - EPSILON | 11 FEB 25 | C | E | 11.8700000000	c12543ae-7710-11e9-9400-98972329be46	Equities	Options	Call	None	EQSSVOLOTC	EQSSVOLOTC | EUR | Equities | Options | Call | 5_GAS FEB25 CALL 11.87 OTC - EPSILON | 11 FEB 25 | C | E | 11.8700000000 | None | OTC Derivatives	12.531182941176473			-7160.909999999999	7582.14		14743.05	2020-08-28		-89734.6732353	EQSSVOLOTC | 5_GAS FEB25 CALL 11.87 OTC - EPSILON | 11 FEB 25 | C | E | 11.8700000000	OTC Derivatives	None
EUR	OPT_SX7E MAR23 CNP 5Y FLOOR - 4033	OPT_SX7E MAR23 CNP 5Y FLOOR - 4033 | 03 MAR 22 | C | E | 1.1801000000	bbbbbfbe-9e9d-11ea-a0a0-6b77645bee53	Equities	Options	Call	XXXX	EQ-INDEXVOL2	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_SX7E MAR23 CNP 5Y FLOOR - 4033 | 03 MAR 22 | C | E | 1.1801000000 | XXXX | Internal	59.029214681492974			-23006.52447	0		23006.52447	2020-08-28		-1358057.0720146513	EQ-INDEXVOL2 | OPT_SX7E MAR23 CNP 5Y FLOOR - 4033 | 03 MAR 22 | C | E | 1.1801000000	Internal	XXXX
EUR	MIBO0J20500	MIBO0J20500 | 16 OCT 20 | C | E | 20500.0000000000	3f02df2a-ca4e-11ea-bfb0-7047c6039bd4	Equities	Options	Call	XDMI	EQ-INDEXVOL2	EQ-INDEXVOL2 | EUR | Equities | Options | Call | MIBO0J20500 | 16 OCT 20 | C | E | 20500.0000000000 | XDMI | Borsa Italiana IDEM	454			20	20		0	2020-08-28		22700	EQ-INDEXVOL2 | MIBO0J20500 | 16 OCT 20 | C | E | 20500.0000000000	Borsa Italiana IDEM	XDMI
EUR	OESX 202112 P 1400	OESX 202112 P 1400 | 17 DEC 21 | P | E | 1400.0000000000	f44bee28-1f30-11e9-a2d0-b3645e528b7a	Equities	Options	Put	XEUR	EQ-INDEXVOL2	EQ-INDEXVOL2 | EUR | Equities | Options | Put | OESX 202112 P 1400 | 17 DEC 21 | P | E | 1400.0000000000 | XEUR | Eurex NTA	-772.6377169215725			560	5560		5000	2020-08-28		-4326771.214760806	EQ-INDEXVOL2 | OESX 202112 P 1400 | 17 DEC 21 | P | E | 1400.0000000000	Eurex NTA	XEUR
EUR	OEDV 202012 P 1250	OEDV 202012 P 1250 | 18 DEC 20 | P | E | 1250.0000000000	0595521a-64f3-11ea-8ed0-36b1606dc9af	Equities	Options	Put	XEUR	EQ-INDEXVOL2	EQ-INDEXVOL2 | EUR | Equities | Options | Put | OEDV 202012 P 1250 | 18 DEC 20 | P | E | 1250.0000000000 | XEUR | Eurex NTA	100			3000	3000		0	2020-08-28		3000000	EQ-INDEXVOL2 | OEDV 202012 P 1250 | 18 DEC 20 | P | E | 1250.0000000000	Eurex NTA	XEUR
EUR	MIBO0L17000	MIBO0L17000 | 18 DEC 20 | C | E | 17000.0000000000	4caa81ca-1f30-11e9-a2d0-b3645e528b7a	Equities	Options	Call	XDMI	EQ-INDEXVOL2	EQ-INDEXVOL2 | EUR | Equities | Options | Call | MIBO0L17000 | 18 DEC 20 | C | E | 17000.0000000000 | XDMI | Borsa Italiana IDEM	1455			20	20		0	2020-08-28		72750	EQ-INDEXVOL2 | MIBO0L17000 | 18 DEC 20 | C | E | 17000.0000000000	Borsa Italiana IDEM	XDMI
EUR	OESX 202009 P 2500	OESX 202009 P 2500 | 18 SEP 20 | P | E | 2500.0000000000	4dae6228-df54-11e9-9dd0-a51627ac0b03	Equities	Options	Put	XEUR	EQ-INDEXVOL2	EQ-INDEXVOL2 | EUR | Equities | Options | Put | OESX 202009 P 2500 | 18 SEP 20 | P | E | 2500.0000000000 | XEUR | Eurex NTA	0			0	2100		2100	2020-08-28		208300	EQ-INDEXVOL2 | OESX 202009 P 2500 | 18 SEP 20 | P | E | 2500.0000000000	Eurex NTA	XEUR
USD	UNIVAR INC	UNIVAR INC	2516975e-514c-11e9-b8d0-ec23cf8de3db	Equities	Equities	Common/Ordinary shares	XNYS	RELATIVE09	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | UNIVAR INC | XNYS | Reuters Elektron	0			0	4036		4036	2020-08-28		3983.5319999999992	RELATIVE09 | UNIVAR INC	Reuters Elektron	XNYS
